BindingDB Reactant_set_id,Ligand SMILES,Ligand InChI,Ligand InChI Key,BindingDB MonomerID,BindingDB Ligand Name,Target Name,Target Source Organism According to Curator or DataSource,IC50 (nM)
1254034,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3nc(cs3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1COC,"InChI=1S/C47H60N8O7S/c1-9-40(56)53-20-17-30(24-53)44(58)52(7)41(28(3)4)43(57)50-35-22-39-49-37(26-63-39)29-15-16-38-32(21-29)33(42(54(38)10-2)31-13-11-18-48-36(31)25-61-8)23-47(5,6)27-62-46(60)34-14-12-19-55(51-34)45(35)59/h9,11,13,15-16,18,21,26,28,30,34-35,41,51H,1,10,12,14,17,19-20,22-25,27H2,2-8H3,(H,50,57)/t30-,34-,35-,41-/m0/s1",VWQHGDHHZPNSMP-MHZOXVELSA-N,591416,"US11566007, Example A94",GTPase NRas [G12C],, 550
1254035,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN1CCOCC1)-c1cccnc1COC,"InChI=1S/C55H70N8O9/c1-8-62-47-16-15-37-30-42(47)43(50(62)41-12-9-18-56-46(41)33-70-7)31-55(4,5)34-72-54(69)44-13-10-20-63(58-44)53(68)45(28-36-26-39(37)29-40(64)27-36)57-51(66)49(35(2)3)59(6)52(67)38-17-21-61(32-38)48(65)14-11-19-60-22-24-71-25-23-60/h9,12,15-16,18,26-27,29-30,35,38,44-45,49,58,64H,8,10,13,17,19-25,28,31-34H2,1-7H3,(H,57,66)/t38-,44-,45-,49-/m0/s1",XNEQFKMVDHBQRC-MWJQNXNISA-N,591417,"Synthesis of (2S)-N-[(8S,14S)-22-ethyl-4-hydroxy-21-[2-(methoxymethyl)pyridin-3-yl]-18,18-dimethyl-9,15-dioxo-16-oxa-10,22,28-triazapentacyclo[18.5.2.12,6.110,14.023,27]nonacosa-1(26),2,4,6(29),20,23::US11566007, Example A95",GTPase NRas [G12C],,<10.00
1254036,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cccnc1COC,"InChI=1S/C53H68N8O8/c1-10-60-45-18-17-35-28-40(45)41(48(60)39-14-11-20-54-44(39)31-68-9)29-53(4,5)32-69-52(67)42-15-12-22-61(56-42)51(66)43(26-34-24-37(35)27-38(62)25-34)55-49(64)47(33(2)3)58(8)50(65)36-19-23-59(30-36)46(63)16-13-21-57(6)7/h11,14,17-18,20,24-25,27-28,33,36,42-43,47,56,62H,10,12,15,19,21-23,26,29-32H2,1-9H3,(H,55,64)/t36-,42-,43-,47-/m0/s1",FIGXGXBEHNQCKI-BBRXYTKESA-N,591418,"US11566007, Example A96",GTPase NRas [G12C],,<10.00
1254037,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3cc2c1cn3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1ccccc1CCOC,"InChI=1S/C51H65N7O8/c1-9-44(60)56-20-17-34(29-56)48(62)55(7)45(31(3)4)47(61)53-42-24-32-22-35(25-36(59)23-32)41-26-38-39(27-51(5,6)30-66-50(64)40-16-13-19-58(54-40)49(42)63)46(57(10-2)43(38)28-52-41)37-15-12-11-14-33(37)18-21-65-8/h9,11-12,14-15,22-23,25-26,28,31,34,40,42,45,54,59H,1,10,13,16-21,24,27,29-30H2,2-8H3,(H,53,61)/t34-,40-,42-,45-/m0/s1",QSBQOJMVDVHUQH-YGJBTNHDSA-N,591424,"US11566007, Example A102",GTPase NRas [G12C],, 5500
1254038,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1ccc(CN(C)C)nc1COC,"InChI=1S/C53H70N8O8/c1-11-46(63)59-21-19-35(28-59)50(65)58(9)47(32(3)4)49(64)55-43-24-33-22-36(25-38(62)23-33)34-15-18-45-40(26-34)41(27-53(5,6)31-69-52(67)42-14-13-20-61(56-42)51(43)66)48(60(45)12-2)39-17-16-37(29-57(7)8)54-44(39)30-68-10/h11,15-18,22-23,25-26,32,35,42-43,47,56,62H,1,12-14,19-21,24,27-31H2,2-10H3,(H,55,64)/t35-,42-,43-,47-/m0/s1",GNSMRWXAUFIMEW-CYAKSSALSA-N,591425,"US11566007, Example A103",GTPase NRas [G12C],, 55.0
1254039,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(ccn1)N1CC(C1)OC,"InChI=1S/C52H66N8O8/c1-9-45(62)57-19-16-34(27-57)49(64)56(7)46(31(3)4)48(63)54-43-22-32-20-35(23-37(61)21-32)33-13-14-44-39(24-33)40(26-52(5,6)30-68-51(66)41-12-11-18-60(55-41)50(43)65)47(59(44)10-2)42-25-36(15-17-53-42)58-28-38(29-58)67-8/h9,13-15,17,20-21,23-25,31,34,38,41,43,46,55,61H,1,10-12,16,18-19,22,26-30H2,2-8H3,(H,54,63)/t34-,41-,43-,46-/m0/s1",KVYSWFKCUPRNFQ-GTPQYIHCSA-N,591426,"US11566007, Example A104",GTPase NRas [G12C],, 55.0
1254040,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(cnc1COC)C#N,"InChI=1S/C51H62N8O8/c1-9-44(61)57-17-15-34(27-57)48(63)56(7)45(30(3)4)47(62)54-41-21-31-18-35(22-36(60)19-31)33-13-14-43-37(23-33)39(46(58(43)10-2)38-20-32(25-52)26-53-42(38)28-66-8)24-51(5,6)29-67-50(65)40-12-11-16-59(55-40)49(41)64/h9,13-14,18-20,22-23,26,30,34,40-41,45,55,60H,1,10-12,15-17,21,24,27-29H2,2-8H3,(H,54,62)/t34-,40-,41-,45-/m0/s1",UUQLBFSXIGJMFD-ZCYMKWFZSA-N,591427,"US11566007, Example A105",GTPase NRas [G12C],, 55.0
1254041,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccc(CN(C)C)c1,"InChI=1S/C52H67N7O7/c1-10-45(61)57-21-19-37(30-57)49(63)56(9)46(32(3)4)48(62)53-43-25-34-23-38(26-39(60)24-34)35-17-18-44-40(27-35)41(47(58(44)11-2)36-15-12-14-33(22-36)29-55(7)8)28-52(5,6)31-66-51(65)42-16-13-20-59(54-42)50(43)64/h10,12,14-15,17-18,22-24,26-27,32,37,42-43,46,54,60H,1,11,13,16,19-21,25,28-31H2,2-9H3,(H,53,62)/t37-,42-,43-,46+/m0/s1",ZUIGVYFTXMXSEY-SKIOSEADSA-N,591428,"US11566007, Example A106",GTPase NRas [G12C],, 5500
1254042,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cnccc1COC,"InChI=1S/C53H68N8O8/c1-10-60-45-16-15-35-27-40(45)41(48(60)42-29-54-19-17-37(42)31-68-9)28-53(4,5)32-69-52(67)43-13-11-21-61(56-43)51(66)44(25-34-23-38(35)26-39(62)24-34)55-49(64)47(33(2)3)58(8)50(65)36-18-22-59(30-36)46(63)14-12-20-57(6)7/h15-17,19,23-24,26-27,29,33,36,43-44,47,56,62H,10-11,13,18,20-22,25,28,30-32H2,1-9H3,(H,55,64)/t36-,43-,44-,47-/m0/s1",DBYPDLRTUHPBIB-LUPKPCNYSA-N,591429,"US11566007, Example A107",GTPase NRas [G12C],,<10.00
1254043,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3cc2c1cn3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cncnc1,"InChI=1S/C49H62N10O7/c1-9-58-41-26-52-39-22-36(41)37(44(58)34-24-50-29-51-25-34)23-49(4,5)28-66-48(65)38-12-10-16-59(54-38)47(64)40(20-31-18-33(39)21-35(60)19-31)53-45(62)43(30(2)3)56(8)46(63)32-14-17-57(27-32)42(61)13-11-15-55(6)7/h18-19,21-22,24-26,29-30,32,38,40,43,54,60H,9-10,12,14-17,20,23,27-28H2,1-8H3,(H,53,62)/t32-,38-,40-,43-/m0/s1",OQPXPBUQLSCLMC-JFSDLOGLSA-N,591430,"US11566007, Example A108",GTPase NRas [G12C],,<10.00
1254044,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cc(CN(C)C)nn1C,"InChI=1S/C50H67N9O7/c1-11-43(61)57-19-17-33(27-57)47(63)55(9)44(30(3)4)46(62)51-40-22-31-20-34(23-36(60)21-31)32-15-16-41-37(24-32)38(45(58(41)12-2)42-25-35(28-54(7)8)52-56(42)10)26-50(5,6)29-66-49(65)39-14-13-18-59(53-39)48(40)64/h11,15-16,20-21,23-25,30,33,39-40,44,53,60H,1,12-14,17-19,22,26-29H2,2-10H3,(H,51,62)/t33-,39-,40-,44-/m0/s1",HXUUNRJJNGDQGS-OZVOXBHZSA-N,591431,"US11566007, Example A109",GTPase NRas [G12C],, 550
1254045,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)C=C)-c1cccnc1COC,"InChI=1S/C45H56N6O7/c1-9-39(53)49(7)40(27(3)4)42(54)47-36-21-28-19-30(22-31(52)20-28)29-15-16-38-33(23-29)34(41(50(38)10-2)32-13-11-17-46-37(32)25-57-8)24-45(5,6)26-58-44(56)35-14-12-18-51(48-35)43(36)55/h9,11,13,15-17,19-20,22-23,27,35-36,40,48,52H,1,10,12,14,18,21,24-26H2,2-8H3,(H,47,54)/t35-,36-,40-/m0/s1",KSOJCJHCSCUYIQ-VXMGAWDISA-N,591432,"US11566007, Example A110",GTPase NRas [G12C],, 5500
1254046,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1ccc(CN(C)C)c(COC)c1,"InChI=1S/C54H71N7O8/c1-11-47(63)59-21-19-38(30-59)51(65)58(9)48(33(3)4)50(64)55-45-24-34-22-39(26-41(62)23-34)35-17-18-46-42(27-35)43(28-54(5,6)32-69-53(67)44-14-13-20-61(56-44)52(45)66)49(60(46)12-2)36-15-16-37(29-57(7)8)40(25-36)31-68-10/h11,15-18,22-23,25-27,33,38,44-45,48,56,62H,1,12-14,19-21,24,28-32H2,2-10H3,(H,55,64)/t38-,44-,45-,48-/m0/s1",WKLKGVWVLXHOAS-BCIFTABXSA-N,591433,"US11566007, Example A111",GTPase NRas [G12C],, 550
1254047,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1[C@H](C)OC,"InChI=1S/C51H65N7O8/c1-10-44(60)56-20-17-34(28-56)48(62)55(8)45(30(3)4)47(61)53-42-23-32-21-35(24-36(59)22-32)33-14-15-43-38(25-33)39(46(57(43)11-2)40-27-52-18-16-37(40)31(5)65-9)26-51(6,7)29-66-50(64)41-13-12-19-58(54-41)49(42)63/h10,14-16,18,21-22,24-25,27,30-31,34,41-42,45,54,59H,1,11-13,17,19-20,23,26,28-29H2,2-9H3,(H,53,61)/t31-,34-,41-,42-,45-/m0/s1",XVALWQLJSNYOAZ-PGZWVAKSSA-N,591398,"US11566007, Example A112::US11566007, Example A76",GTPase NRas [G12C],, 550
1254048,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1[C@H](C)OC,"InChI=1S/C51H65N7O8/c1-10-44(60)56-20-17-34(28-56)48(62)55(8)45(30(3)4)47(61)53-42-23-32-21-35(24-36(59)22-32)33-14-15-43-38(25-33)39(46(57(43)11-2)40-27-52-18-16-37(40)31(5)65-9)26-51(6,7)29-66-50(64)41-13-12-19-58(54-41)49(42)63/h10,14-16,18,21-22,24-25,27,30-31,34,41-42,45,54,59H,1,11-13,17,19-20,23,26,28-29H2,2-9H3,(H,53,61)/t31-,34-,41-,42-,45-/m0/s1",XVALWQLJSNYOAZ-PGZWVAKSSA-N,591398,"US11566007, Example A112::US11566007, Example A76",GTPase NRas [G12C],, 550
1254049,CCn1c(-c2cn(C)cn2)c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C,"InChI=1S/C47H60N8O7/c1-9-40(57)53-17-15-31(24-53)44(59)52(8)41(28(3)4)43(58)49-37-20-29-18-32(21-33(56)19-29)30-13-14-39-34(22-30)35(42(54(39)10-2)38-25-51(7)27-48-38)23-47(5,6)26-62-46(61)36-12-11-16-55(50-36)45(37)60/h9,13-14,18-19,21-22,25,27-28,31,36-37,41,50,56H,1,10-12,15-17,20,23-24,26H2,2-8H3,(H,49,58)/t31-,36-,37-,41-/m0/s1",XCHNVSJVFJVQEF-BRKPOXQMSA-N,591435,"US11566007, Example A113",GTPase NRas [G12C],, 550
1254050,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1ccccc1[C@H](C)OC,"InChI=1S/C52H66N6O7/c1-10-45(59)56-25-23-37(30-56)49(61)55(8)46(32(3)4)48(60)53-43-27-34-16-14-17-35(26-34)36-21-22-44-40(28-36)41(47(57(44)11-2)39-19-13-12-18-38(39)33(5)64-9)29-52(6,7)31-65-51(63)42-20-15-24-58(54-42)50(43)62/h10,12-14,16-19,21-22,26,28,32-33,37,42-43,46,54H,1,11,15,20,23-25,27,29-31H2,2-9H3,(H,53,60)/t33-,37-,42-,43-,46-/m0/s1",NAMZPXGXYWQWIH-PJFSLTISSA-N,591436,"US11566007, Example A114",GTPase NRas [G12C],,>10000
1254051,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1[C@H](C)OC,"InChI=1S/C51H65N7O7/c1-10-44(59)56-23-20-36(29-56)48(61)55(8)45(31(3)4)47(60)53-42-25-33-14-12-15-34(24-33)35-17-18-43-38(26-35)39(46(57(43)11-2)40-28-52-21-19-37(40)32(5)64-9)27-51(6,7)30-65-50(63)41-16-13-22-58(54-41)49(42)62/h10,12,14-15,17-19,21,24,26,28,31-32,36,41-42,45,54H,1,11,13,16,20,22-23,25,27,29-30H2,2-9H3,(H,53,60)/t32-,36-,41-,42-,45-/m0/s1",ISRBOIXXBPLHKG-KBFKJOAXSA-N,591437,"Synthesis of two atropisomers of (2S)-N-[(8S,14S,20P)-22-ethyl-21-{4-[(1S)-1-methoxyethyl]pyridin-3-yl}-18,18-dimethyl-9,15-dioxo-16-oxa-10,22,28-triazapentacyclo[18.5.2.12.12,6.10,14.023,27]nonacosa-1(26),2,4,6(29),20,23::US11566007, Example A115",GTPase NRas [G12C],, 550
1254052,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1[C@H](C)OC,"InChI=1S/C51H65N7O7/c1-10-44(59)56-23-20-36(29-56)48(61)55(8)45(31(3)4)47(60)53-42-25-33-14-12-15-34(24-33)35-17-18-43-38(26-35)39(46(57(43)11-2)40-28-52-21-19-37(40)32(5)64-9)27-51(6,7)30-65-50(63)41-16-13-22-58(54-41)49(42)62/h10,12,14-15,17-19,21,24,26,28,31-32,36,41-42,45,54H,1,11,13,16,20,22-23,25,27,29-30H2,2-9H3,(H,53,60)/t32-,36-,41-,42-,45-/m0/s1",ISRBOIXXBPLHKG-KBFKJOAXSA-N,591437,"Synthesis of two atropisomers of (2S)-N-[(8S,14S,20P)-22-ethyl-21-{4-[(1S)-1-methoxyethyl]pyridin-3-yl}-18,18-dimethyl-9,15-dioxo-16-oxa-10,22,28-triazapentacyclo[18.5.2.12.12,6.10,14.023,27]nonacosa-1(26),2,4,6(29),20,23::US11566007, Example A115",GTPase NRas [G12C],, 550
1254053,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)c1ncc(NC(=O)\C=C\CN(C)C)n1C)-c1ccccc1CN(C)C,"InChI=1S/C55H72N10O7/c1-12-64-45-22-21-36-29-41(45)42(49(64)40-18-14-13-17-37(40)32-61(8)9)30-55(4,5)33-72-54(71)43-19-15-24-65(59-43)52(69)44(27-35-25-38(36)28-39(66)26-35)57-51(68)48(34(2)3)63(11)53(70)50-56-31-46(62(50)10)58-47(67)20-16-23-60(6)7/h13-14,16-18,20-22,25-26,28-29,31,34,43-44,48,59,66H,12,15,19,23-24,27,30,32-33H2,1-11H3,(H,57,68)(H,58,67)/b20-16+/t43-,44-,48-/m0/s1",KCSZYZKFENGFNV-ZHYPZBJPSA-N,591438,"US11566007, Example A116",GTPase NRas [G12C],,<10.00
1254054,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)CCN(C)C(=O)C=C)-c1cccnc1COC,"InChI=1S/C49H63N7O8/c1-10-42(58)53(7)21-18-43(59)54(8)44(30(3)4)46(60)51-39-24-31-22-33(25-34(57)23-31)32-16-17-41-36(26-32)37(45(55(41)11-2)35-14-12-19-50-40(35)28-63-9)27-49(5,6)29-64-48(62)38-15-13-20-56(52-38)47(39)61/h10,12,14,16-17,19,22-23,25-26,30,38-39,44,52,57H,1,11,13,15,18,20-21,24,27-29H2,2-9H3,(H,51,60)/t38-,39-,44-/m0/s1",AMMNDKVCPLRFSH-RUSQAUJYSA-N,591439,"US11566007, Example A117",GTPase NRas [G12C],, 550
1254055,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3csc(n3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cccnc1COC,"InChI=1S/C47H60N8O7S/c1-9-39(56)53-20-17-30(24-53)44(58)52(7)40(28(3)4)42(57)50-36-22-31-26-63-43(49-31)29-15-16-38-33(21-29)34(41(54(38)10-2)32-13-11-18-48-37(32)25-61-8)23-47(5,6)27-62-46(60)35-14-12-19-55(51-35)45(36)59/h9,11,13,15-16,18,21,26,28,30,35-36,40,51H,1,10,12,14,17,19-20,22-25,27H2,2-8H3,(H,50,57)/t30-,35-,36-,40-/m0/s1",JQNYITPSEWJHJJ-AYAQEWECSA-N,591440,"Synthesis of (2S)-N-[(7S,13S)-21-ethyl-20-[2-(methoxymethyl)pyridin-3-yl]-17,17-dimethyl-8,14-dioxo-15-oxa-3-thia-9,21,27,28-tetraazapentacyclo[17.5.2.12,5.19,13.022,26]octacosa-1(25),2(28),4,19,22::US11566007, Example A118",GTPase NRas [G12C],, 550
1254056,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1COC,"InChI=1S/C50H63N7O7/c1-9-43(58)55-22-19-35(28-55)47(60)54(7)44(31(3)4)46(59)52-41-24-32-13-11-14-33(23-32)34-16-17-42-37(25-34)38(45(56(42)10-2)39-27-51-20-18-36(39)29-63-8)26-50(5,6)30-64-49(62)40-15-12-21-57(53-40)48(41)61/h9,11,13-14,16-18,20,23,25,27,31,35,40-41,44,53H,1,10,12,15,19,21-22,24,26,28-30H2,2-8H3,(H,52,59)/t35-,40-,41-,44-/m0/s1",LFJCAYVXNHJGNY-CTCUUUOOSA-N,591441,"US11566007, Example A119::US11566007, Example Al19",GTPase NRas [G12C],, 550
1254057,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cnccc1COC,"InChI=1S/C53H68N8O7/c1-10-60-45-19-18-37-28-40(45)41(48(60)42-30-54-22-20-39(42)32-67-9)29-53(4,5)33-68-52(66)43-16-12-24-61(56-43)51(65)44(27-35-14-11-15-36(37)26-35)55-49(63)47(34(2)3)58(8)50(64)38-21-25-59(31-38)46(62)17-13-23-57(6)7/h11,14-15,18-20,22,26,28,30,34,38,43-44,47,56H,10,12,16,21,23-25,27,29,31-33H2,1-9H3,(H,55,63)/t38-,43-,44-,47-/m0/s1",YSKPBXGIKQOBDB-ZKGDUNCWSA-N,591442,"US11566007, Example A120",GTPase NRas [G12C],, 550
1254058,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cnccc1COC,"InChI=1S/C53H68N8O7/c1-10-60-45-19-18-37-28-40(45)41(48(60)42-30-54-22-20-39(42)32-67-9)29-53(4,5)33-68-52(66)43-16-12-24-61(56-43)51(65)44(27-35-14-11-15-36(37)26-35)55-49(63)47(34(2)3)58(8)50(64)38-21-25-59(31-38)46(62)17-13-23-57(6)7/h11,14-15,18-20,22,26,28,30,34,38,43-44,47,56H,10,12,16,21,23-25,27,29,31-33H2,1-9H3,(H,55,63)/t38-,43-,44-,47-/m0/s1",YSKPBXGIKQOBDB-ZKGDUNCWSA-N,591442,"US11566007, Example A120",GTPase NRas [G12C],, 550
1254059,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C54H70N8O7/c1-11-61-45-22-21-38-30-41(45)42(49(61)40-18-13-24-55-47(40)35(4)68-10)31-54(5,6)33-69-53(67)43-19-14-26-62(57-43)52(66)44(29-36-16-12-17-37(38)28-36)56-50(64)48(34(2)3)59(9)51(65)39-23-27-60(32-39)46(63)20-15-25-58(7)8/h12-13,16-18,21-22,24,28,30,34-35,39,43-44,48,57H,11,14,19,23,25-27,29,31-33H2,1-10H3,(H,56,64)/t35-,39-,43-,44-,48-/m0/s1",LUFRCKHYOMROKK-ZTAADFRKSA-N,591443,"US11566007, Example A121",GTPase NRas [G12C],, 55.0
1254060,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cccnc1[C@H](C)OC,"InChI=1S/C54H70N8O7/c1-11-61-45-22-21-38-30-41(45)42(49(61)40-18-13-24-55-47(40)35(4)68-10)31-54(5,6)33-69-53(67)43-19-14-26-62(57-43)52(66)44(29-36-16-12-17-37(38)28-36)56-50(64)48(34(2)3)59(9)51(65)39-23-27-60(32-39)46(63)20-15-25-58(7)8/h12-13,16-18,21-22,24,28,30,34-35,39,43-44,48,57H,11,14,19,23,25-27,29,31-33H2,1-10H3,(H,56,64)/t35-,39-,43-,44-,48-/m0/s1",LUFRCKHYOMROKK-ZTAADFRKSA-N,591443,"US11566007, Example A121",GTPase NRas [G12C],, 55.0
1254061,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cccc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C=C)-c1cnccc1[C@H](C)OC,"InChI=1S/C51H65N7O7/c1-10-44(59)56-23-20-36(29-56)48(61)55(8)45(31(3)4)47(60)53-42-25-33-14-12-15-34(24-33)35-17-18-43-38(26-35)39(46(57(43)11-2)40-28-52-21-19-37(40)32(5)64-9)27-51(6,7)30-65-50(63)41-16-13-22-58(54-41)49(42)62/h10,12,14-15,17-19,21,24,26,28,31-32,36,41-42,45,54H,1,11,13,16,20,22-23,25,27,29-30H2,2-9H3,(H,53,60)/t32-,36-,41-,42-,45-/m0/s1",ISRBOIXXBPLHKG-KBFKJOAXSA-N,591444,"US11566007, Example A122",GTPase NRas [G12C],,>10000
1254062,CCn1c(c2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](Cc3cc(O)cc(c3)-c3ccc1c2c3)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C1)C(=O)C#CCN(C)C)-c1cnccc1[C@H](C)OC,"InChI=1S/C54H70N8O8/c1-11-61-46-17-16-36-28-41(46)42(49(61)43-30-55-20-18-40(43)34(4)69-10)29-54(5,6)32-70-53(68)44-14-12-22-62(57-44)52(67)45(26-35-24-38(36)27-39(63)25-35)56-50(65)48(33(2)3)59(9)51(66)37-19-23-60(31-37)47(64)15-13-21-58(7)8/h16-18,20,24-25,27-28,30,33-34,37,44-45,48,57,63H,11-12,14,19,21-23,26,29,31-32H2,1-10H3,(H,56,65)/t34-,37-,44-,45-,48-/m0/s1",GGUXOGJLQWVWBS-SNDNQUBESA-N,591445,"US11566007, Example A123",GTPase NRas [G12C],,<10.00
